id,member_id,member_name,party,state,chamber,symbol,asset_name,transaction_date,filing_date,transaction_type,amount_from,amount_to,owner_type,committee,filing_delay_days,avg_amount,sector
922,303,Sandra Harris,R,TN,House,JNJ,Johnson & Johnson,2023-05-06,2023-06-25,Purchase,50000,100000,Self,Rules,50,75000.0,Healthcare
923,303,Sandra Harris,R,TN,House,PSX,PSX Corporation,2025-04-03,2025-04-30,Sale,15000,50000,Self,Rules,27,32500.0,Energy
924,303,Sandra Harris,R,TN,House,UNH,UnitedHealth Group Inc,2021-09-23,2021-10-17,Sale,15000,50000,Self,Rules,24,32500.0,Healthcare
925,303,Sandra Harris,R,TN,House,ABT,ABT Corporation,2021-08-18,2021-09-02,Sale,15000,50000,Self,Rules,15,32500.0,Healthcare
926,303,Sandra Harris,R,TN,House,DE,DE Corporation,2024-06-29,2024-07-15,Purchase,50000,100000,Spouse,Rules,16,75000.0,Industrial
927,303,Sandra Harris,R,TN,House,META,Meta Platforms Inc,2024-08-14,2024-08-30,Sale,15000,50000,Self,Rules,16,32500.0,Technology
928,306,Dorothy Lopez,D,MD,House,BA,The Boeing Company,2022-10-11,2022-10-27,Sale,1000,15000,Self,Small Business,16,8000.0,Industrial
929,307,Joshua Lee,R,MD,House,TMO,TMO Corporation,2023-12-23,2024-01-31,Purchase,1000,15000,Self,Appropriations,39,8000.0,Healthcare
930,307,Joshua Lee,R,MD,House,CRM,CRM Corporation,2024-08-28,2024-10-01,Purchase,1000,15000,Self,Appropriations,34,8000.0,Technology
931,308,Sandra Jones,R,MD,House,CVX,Chevron Corporation,2022-02-20,2022-03-04,Purchase,15000,50000,Child,Education & Labor,12,32500.0,Energy
932,308,Sandra Jones,R,MD,House,AMGN,AMGN Corporation,2021-10-13,2021-11-22,Purchase,15000,50000,Self,Education & Labor,40,32500.0,Healthcare
933,308,Sandra Jones,R,MD,House,GS,GS Corporation,2023-03-23,2023-04-22,Purchase,15000,50000,Self,Education & Labor,30,32500.0,Financial
934,308,Sandra Jones,R,MD,House,GE,GE Corporation,2025-03-03,2025-03-13,Purchase,1000,15000,Spouse,Education & Labor,10,8000.0,Industrial
935,309,Joseph Ramirez,R,MD,House,MCD,MCD Corporation,2024-03-09,2024-04-02,Sale,15000,50000,Self,Rules,24,32500.0,Consumer
936,309,Joseph Ramirez,R,MD,House,MPC,MPC Corporation,2023-06-03,2023-08-21,Purchase,15000,50000,Self,Rules,79,32500.0,Energy
937,310,Laura Harris,D,MD,House,CRM,CRM Corporation,2024-06-30,2024-08-08,Sale,50000,100000,Self,Financial Services,39,75000.0,Technology
938,311,William Young,D,MD,House,TFC,TFC Corporation,2024-05-31,2024-07-31,Purchase,50000,100000,Self,Homeland Security,61,75000.0,Financial
939,311,William Young,D,MD,House,JPM,JPMorgan Chase & Co,2022-09-18,2022-10-14,Purchase,50000,100000,Self,Homeland Security,26,75000.0,Financial
940,311,William Young,D,MD,House,OKE,OKE Corporation,2022-04-18,2022-05-27,Purchase,50000,100000,Spouse,Homeland Security,39,75000.0,Energy
941,311,William Young,D,MD,House,COF,COF Corporation,2024-02-14,2024-04-28,Sale,15000,50000,Spouse,Homeland Security,74,32500.0,Financial
942,311,William Young,D,MD,House,GE,GE Corporation,2021-10-30,2021-12-07,Purchase,15000,50000,Child,Homeland Security,38,32500.0,Industrial
943,311,William Young,D,MD,House,TFC,TFC Corporation,2023-12-29,2024-02-10,Purchase,15000,50000,Self,Homeland Security,43,32500.0,Financial
944,312,Deborah Lopez,D,MD,House,PFE,Pfizer Inc,2023-06-19,2023-06-30,Purchase,15000,50000,Self,Foreign Affairs,11,32500.0,Healthcare
945,312,Deborah Lopez,D,MD,House,UNH,UnitedHealth Group Inc,2021-11-04,2021-12-05,Sale,15000,50000,Self,Foreign Affairs,31,32500.0,Healthcare
946,314,Elizabeth Lopez,R,MN,House,UPS,UPS Corporation,2022-10-06,2022-11-02,Purchase,15000,50000,Self,Armed Services,27,32500.0,Industrial
947,314,Elizabeth Lopez,R,MN,House,BAC,Bank of America Corp,2023-10-24,2023-11-14,Sale,1000,15000,Self,Armed Services,21,8000.0,Financial
948,314,Elizabeth Lopez,R,MN,House,VLO,VLO Corporation,2023-08-09,2023-09-21,Sale,1000,15000,Self,Armed Services,43,8000.0,Energy
949,315,Barbara Harris,D,MN,House,GE,GE Corporation,2024-03-13,2024-03-26,Purchase,50000,100000,Self,Rules,13,75000.0,Industrial
950,315,Barbara Harris,D,MN,House,MPC,MPC Corporation,2022-08-18,2022-10-22,Sale,50000,100000,Self,Rules,65,75000.0,Energy
951,316,Betty Lee,D,MN,House,NVDA,NVIDIA Corporation,2025-05-25,2025-06-25,Purchase,1000,15000,Self,Homeland Security,31,8000.0,Technology
952,316,Betty Lee,D,MN,House,MPC,MPC Corporation,2024-04-20,2024-06-02,Purchase,1000,15000,Self,Homeland Security,43,8000.0,Energy
953,316,Betty Lee,D,MN,House,ORCL,ORCL Corporation,2024-06-30,2024-08-03,Purchase,1000,15000,Self,Homeland Security,34,8000.0,Technology
954,317,Dorothy Nguyen,R,MN,House,MPC,MPC Corporation,2023-12-06,2024-01-17,Purchase,1000,15000,Self,Veterans Affairs,42,8000.0,Energy
955,317,Dorothy Nguyen,R,MN,House,OKE,OKE Corporation,2022-06-16,2022-07-29,Sale,15000,50000,Self,Veterans Affairs,43,32500.0,Energy
956,317,Dorothy Nguyen,R,MN,House,UPS,UPS Corporation,2022-03-31,2022-06-19,Purchase,15000,50000,Spouse,Veterans Affairs,80,32500.0,Industrial
957,318,Sandra Torres,R,MN,House,PSX,PSX Corporation,2024-12-26,2025-01-21,Purchase,1000000,5000000,Spouse,Appropriations,26,3000000.0,Energy
958,318,Sandra Torres,R,MN,House,TGT,TGT Corporation,2022-05-02,2022-05-26,Sale,500000,1000000,Self,Appropriations,24,750000.0,Consumer
959,318,Sandra Torres,R,MN,House,USB,USB Corporation,2023-01-20,2023-02-07,Sale,1000000,5000000,Self,Appropriations,18,3000000.0,Financial
960,318,Sandra Torres,R,MN,House,LOW,LOW Corporation,2025-06-10,2025-07-05,Purchase,500000,1000000,Spouse,Appropriations,25,750000.0,Consumer
961,318,Sandra Torres,R,MN,House,GILD,GILD Corporation,2024-12-13,2025-01-05,Purchase,1000000,5000000,Self,Appropriations,23,3000000.0,Healthcare
962,318,Sandra Torres,R,MN,House,UPS,UPS Corporation,2022-02-19,2022-03-07,Sale,500000,1000000,Child,Appropriations,16,750000.0,Industrial
963,318,Sandra Torres,R,MN,House,EOG,EOG Corporation,2022-08-04,2022-09-07,Purchase,500000,1000000,Self,Appropriations,34,750000.0,Energy
964,318,Sandra Torres,R,MN,House,NVDA,NVIDIA Corporation,2024-12-26,2025-01-19,Purchase,250000,500000,Self,Appropriations,24,375000.0,Technology
965,318,Sandra Torres,R,MN,House,CAT,Caterpillar Inc,2024-11-19,2024-12-08,Sale,500000,1000000,Spouse,Appropriations,19,750000.0,Industrial
966,318,Sandra Torres,R,MN,House,USB,USB Corporation,2023-06-16,2023-07-04,Purchase,250000,500000,Spouse,Appropriations,18,375000.0,Financial
967,318,Sandra Torres,R,MN,House,XOM,Exxon Mobil Corporation,2021-09-21,2021-10-31,Purchase,250000,500000,Spouse,Appropriations,40,375000.0,Energy
968,318,Sandra Torres,R,MN,House,META,Meta Platforms Inc,2023-09-08,2023-10-06,Sale,500000,1000000,Self,Appropriations,28,750000.0,Technology
969,318,Sandra Torres,R,MN,House,MS,MS Corporation,2024-10-27,2024-12-11,Sale,1000000,5000000,Self,Appropriations,45,3000000.0,Financial
970,318,Sandra Torres,R,MN,House,BMY,BMY Corporation,2023-10-05,2023-11-16,Sale,500000,1000000,Self,Appropriations,42,750000.0,Healthcare
971,318,Sandra Torres,R,MN,House,UNH,UnitedHealth Group Inc,2025-03-21,2025-05-03,Purchase,1000000,5000000,Self,Appropriations,43,3000000.0,Healthcare
972,318,Sandra Torres,R,MN,House,ADBE,ADBE Corporation,2024-04-04,2024-04-20,Sale,500000,1000000,Self,Appropriations,16,750000.0,Technology
973,318,Sandra Torres,R,MN,House,COP,COP Corporation,2022-03-19,2022-06-12,Purchase,250000,500000,Self,Appropriations,85,375000.0,Energy
974,318,Sandra Torres,R,MN,House,ORCL,ORCL Corporation,2022-06-18,2022-07-01,Purchase,500000,1000000,Self,Appropriations,13,750000.0,Technology
975,318,Sandra Torres,R,MN,House,C,C Corporation,2023-11-28,2023-12-16,Purchase,1000000,5000000,Self,Appropriations,18,3000000.0,Financial
976,318,Sandra Torres,R,MN,House,TGT,TGT Corporation,2025-04-01,2025-04-13,Sale,1000000,5000000,Self,Appropriations,12,3000000.0,Consumer
977,318,Sandra Torres,R,MN,House,META,Meta Platforms Inc,2024-07-25,2024-08-04,Purchase,500000,1000000,Self,Appropriations,10,750000.0,Technology
978,318,Sandra Torres,R,MN,House,MSFT,Microsoft Corporation,2021-09-13,2022-03-10,Purchase,500000,1000000,Self,Appropriations,178,750000.0,Technology
979,321,Susan Smith,R,MO,House,PNC,PNC Corporation,2023-04-08,2023-05-23,Purchase,1000,15000,Self,Veterans Affairs,45,8000.0,Financial
980,321,Susan Smith,R,MO,House,BAC,Bank of America Corp,2021-10-07,2021-11-08,Purchase,1000,15000,Self,Veterans Affairs,32,8000.0,Financial
981,321,Susan Smith,R,MO,House,RTX,RTX Corporation,2023-01-11,2023-01-23,Purchase,1000,15000,Self,Veterans Affairs,12,8000.0,Industrial
982,323,Ruth Adams,D,MO,House,BAC,Bank of America Corp,2021-09-08,2021-10-13,Sale,15000,50000,Child,Agriculture,35,32500.0,Financial
983,323,Ruth Adams,D,MO,House,WFC,Wells Fargo & Company,2025-03-21,2025-04-25,Purchase,15000,50000,Self,Agriculture,35,32500.0,Financial
984,323,Ruth Adams,D,MO,House,PSX,PSX Corporation,2021-12-15,2021-12-26,Purchase,1000,15000,Self,Agriculture,11,8000.0,Energy
985,323,Ruth Adams,D,MO,House,PNC,PNC Corporation,2023-09-28,2023-10-11,Sale,15000,50000,Self,Agriculture,13,32500.0,Financial
986,323,Ruth Adams,D,MO,House,HD,The Home Depot Inc,2025-06-25,2025-08-04,Purchase,15000,50000,Self,Agriculture,40,32500.0,Consumer
987,323,Ruth Adams,D,MO,House,AMGN,AMGN Corporation,2022-06-11,2022-07-23,Purchase,1000,15000,Spouse,Agriculture,42,8000.0,Healthcare
988,323,Ruth Adams,D,MO,House,COST,COST Corporation,2024-07-31,2024-09-02,Sale,15000,50000,Self,Agriculture,33,32500.0,Consumer
989,323,Ruth Adams,D,MO,House,AAPL,Apple Inc,2024-11-28,2024-12-25,Purchase,15000,50000,Spouse,Agriculture,27,32500.0,Technology
990,323,Ruth Adams,D,MO,House,UNH,UnitedHealth Group Inc,2025-02-04,2025-03-13,Purchase,15000,50000,Self,Agriculture,37,32500.0,Healthcare
991,323,Ruth Adams,D,MO,House,USB,USB Corporation,2024-07-17,2024-08-28,Purchase,1000,15000,Self,Agriculture,42,8000.0,Financial
992,323,Ruth Adams,D,MO,House,OKE,OKE Corporation,2022-12-01,2022-12-21,Sale,15000,50000,Spouse,Agriculture,20,32500.0,Energy
993,323,Ruth Adams,D,MO,House,PFE,Pfizer Inc,2022-08-24,2022-12-31,Purchase,15000,50000,Self,Agriculture,129,32500.0,Healthcare
994,323,Ruth Adams,D,MO,House,HON,HON Corporation,2025-04-04,2025-05-19,Purchase,15000,50000,Spouse,Agriculture,45,32500.0,Industrial
995,323,Ruth Adams,D,MO,House,PG,The Procter & Gamble Company,2023-06-19,2023-08-16,Purchase,15000,50000,Self,Agriculture,58,32500.0,Consumer
996,323,Ruth Adams,D,MO,House,AMGN,AMGN Corporation,2021-12-09,2021-12-19,Sale,1000,15000,Self,Agriculture,10,8000.0,Healthcare
997,323,Ruth Adams,D,MO,House,KMI,KMI Corporation,2021-09-04,2021-09-28,Purchase,15000,50000,Self,Agriculture,24,32500.0,Energy
998,323,Ruth Adams,D,MO,House,META,Meta Platforms Inc,2021-11-12,2021-11-26,Purchase,15000,50000,Self,Agriculture,14,32500.0,Technology
999,323,Ruth Adams,D,MO,House,LOW,LOW Corporation,2025-02-14,2025-03-03,Sale,15000,50000,Spouse,Agriculture,17,32500.0,Consumer
1000,323,Ruth Adams,D,MO,House,COP,COP Corporation,2022-12-16,2022-12-28,Sale,15000,50000,Self,Agriculture,12,32500.0,Energy
1001,323,Ruth Adams,D,MO,House,JNJ,Johnson & Johnson,2024-09-23,2024-12-02,Sale,15000,50000,Spouse,Agriculture,70,32500.0,Healthcare
1002,323,Ruth Adams,D,MO,House,VLO,VLO Corporation,2024-06-15,2024-07-01,Sale,15000,50000,Self,Agriculture,16,32500.0,Energy
1003,323,Ruth Adams,D,MO,House,COST,COST Corporation,2022-01-15,2022-03-19,Sale,1000,15000,Self,Agriculture,63,8000.0,Consumer
1004,323,Ruth Adams,D,MO,House,AAPL,Apple Inc,2024-09-10,2024-11-11,Purchase,15000,50000,Spouse,Agriculture,62,32500.0,Technology
1005,323,Ruth Adams,D,MO,House,SBUX,SBUX Corporation,2023-11-09,2023-12-02,Purchase,1000,15000,Self,Agriculture,23,8000.0,Consumer
1006,323,Ruth Adams,D,MO,House,HD,The Home Depot Inc,2022-10-30,2022-12-28,Sale,1000,15000,Self,Agriculture,59,8000.0,Consumer
1007,323,Ruth Adams,D,MO,House,AAPL,Apple Inc,2024-04-18,2024-05-19,Purchase,1000,15000,Self,Agriculture,31,8000.0,Technology
1008,323,Ruth Adams,D,MO,House,SBUX,SBUX Corporation,2023-04-27,2023-05-24,Sale,15000,50000,Self,Agriculture,27,32500.0,Consumer
1009,324,Steven Thompson,R,MO,House,JNJ,Johnson & Johnson,2025-02-20,2025-03-12,Purchase,1000,15000,Spouse,Appropriations,20,8000.0,Healthcare
1010,325,Jennifer Thompson,D,MO,House,PEP,PEP Corporation,2025-02-13,2025-04-01,Purchase,1000,15000,Spouse,Appropriations,47,8000.0,Consumer
1011,325,Jennifer Thompson,D,MO,House,NVDA,NVIDIA Corporation,2025-05-13,2025-06-06,Sale,1000,15000,Spouse,Appropriations,24,8000.0,Technology
1012,326,Sharon Green,R,MO,House,GOOGL,Alphabet Inc Class A,2023-12-17,2024-01-16,Purchase,1000,15000,Self,Judiciary,30,8000.0,Technology
1013,327,Betty Ramirez,D,MO,House,TGT,TGT Corporation,2024-02-14,2024-03-07,Sale,1000,15000,Self,Homeland Security,22,8000.0,Consumer
1014,329,Michael Hernandez,R,WI,House,BMY,BMY Corporation,2024-09-01,2024-10-02,Sale,1000,15000,Spouse,Natural Resources,31,8000.0,Healthcare
1015,329,Michael Hernandez,R,WI,House,UPS,UPS Corporation,2025-01-16,2025-02-14,Purchase,1000,15000,Self,Natural Resources,29,8000.0,Industrial
1016,329,Michael Hernandez,R,WI,House,BA,The Boeing Company,2021-10-14,2021-12-07,Purchase,1000,15000,Self,Natural Resources,54,8000.0,Industrial
1017,329,Michael Hernandez,R,WI,House,DE,DE Corporation,2022-11-26,2022-12-20,Sale,1000,15000,Self,Natural Resources,24,8000.0,Industrial
1018,330,Mary Rodriguez,D,WI,House,OKE,OKE Corporation,2025-03-09,2025-04-06,Purchase,1000,15000,Child,Energy & Commerce,28,8000.0,Energy
1019,330,Mary Rodriguez,D,WI,House,PNC,PNC Corporation,2023-09-08,2023-10-13,Sale,1000,15000,Self,Energy & Commerce,35,8000.0,Financial
1020,330,Mary Rodriguez,D,WI,House,COP,COP Corporation,2025-03-26,2025-05-07,Sale,1000,15000,Spouse,Energy & Commerce,42,8000.0,Energy
1021,331,Thomas Sanchez,R,WI,House,ADBE,ADBE Corporation,2022-06-04,2022-07-10,Purchase,15000,50000,Spouse,Ethics,36,32500.0,Technology
1022,331,Thomas Sanchez,R,WI,House,UNH,UnitedHealth Group Inc,2024-03-02,2024-05-03,Sale,15000,50000,Self,Ethics,62,32500.0,Healthcare
1023,331,Thomas Sanchez,R,WI,House,UNH,UnitedHealth Group Inc,2023-12-23,2024-01-14,Sale,15000,50000,Self,Ethics,22,32500.0,Healthcare
1024,331,Thomas Sanchez,R,WI,House,TMO,TMO Corporation,2023-07-10,2023-10-23,Purchase,15000,50000,Self,Ethics,105,32500.0,Healthcare
1025,331,Thomas Sanchez,R,WI,House,SLB,SLB Corporation,2024-07-21,2024-08-08,Sale,15000,50000,Spouse,Ethics,18,32500.0,Energy
1026,331,Thomas Sanchez,R,WI,House,C,C Corporation,2022-05-20,2022-07-22,Purchase,15000,50000,Self,Ethics,63,32500.0,Financial
1027,331,Thomas Sanchez,R,WI,House,GE,GE Corporation,2022-01-31,2022-02-23,Purchase,50000,100000,Self,Ethics,23,75000.0,Industrial
1028,331,Thomas Sanchez,R,WI,House,BMY,BMY Corporation,2022-11-21,2022-12-11,Purchase,50000,100000,Self,Ethics,20,75000.0,Healthcare
1029,331,Thomas Sanchez,R,WI,House,DE,DE Corporation,2022-02-28,2022-03-22,Purchase,15000,50000,Self,Ethics,22,32500.0,Industrial
1030,331,Thomas Sanchez,R,WI,House,MPC,MPC Corporation,2024-01-23,2024-03-05,Purchase,15000,50000,Self,Ethics,42,32500.0,Energy
1031,331,Thomas Sanchez,R,WI,House,LOW,LOW Corporation,2024-06-02,2024-06-15,Sale,15000,50000,Self,Ethics,13,32500.0,Consumer
1032,331,Thomas Sanchez,R,WI,House,TMO,TMO Corporation,2024-03-26,2024-05-25,Sale,15000,50000,Self,Ethics,60,32500.0,Healthcare
1033,331,Thomas Sanchez,R,WI,House,PFE,Pfizer Inc,2024-06-19,2024-07-28,Sale,15000,50000,Child,Ethics,39,32500.0,Healthcare
1034,331,Thomas Sanchez,R,WI,House,BA,The Boeing Company,2023-03-21,2023-05-01,Purchase,1000,15000,Self,Ethics,41,8000.0,Industrial
1035,332,Paul Brown,R,WI,House,EOG,EOG Corporation,2023-09-05,2023-10-18,Purchase,1000,15000,Self,Rules,43,8000.0,Energy
1036,332,Paul Brown,R,WI,House,TMO,TMO Corporation,2022-10-05,2022-11-16,Sale,1000,15000,Spouse,Rules,42,8000.0,Healthcare
1037,332,Paul Brown,R,WI,House,AMGN,AMGN Corporation,2022-12-05,2022-12-20,Purchase,1000,15000,Self,Rules,15,8000.0,Healthcare
1038,332,Paul Brown,R,WI,House,WMT,Walmart Inc,2022-11-12,2022-12-25,Purchase,1000,15000,Self,Rules,43,8000.0,Consumer
1039,333,Lisa Campbell,R,WI,House,CAT,Caterpillar Inc,2025-01-27,2025-03-09,Purchase,1000,15000,Spouse,Natural Resources,41,8000.0,Industrial
1040,333,Lisa Campbell,R,WI,House,GS,GS Corporation,2023-02-04,2023-03-06,Purchase,15000,50000,Self,Natural Resources,30,32500.0,Financial
1041,335,Susan Flores,D,WI,House,LOW,LOW Corporation,2023-02-17,2023-03-04,Purchase,1000,15000,Spouse,Agriculture,15,8000.0,Consumer
1042,335,Susan Flores,D,WI,House,WMT,Walmart Inc,2022-05-12,2022-05-25,Purchase,1000,15000,Self,Agriculture,13,8000.0,Consumer
1043,335,Susan Flores,D,WI,House,SLB,SLB Corporation,2022-06-22,2022-07-05,Purchase,15000,50000,Self,Agriculture,13,32500.0,Energy
1044,335,Susan Flores,D,WI,House,GS,GS Corporation,2025-01-14,2025-02-09,Sale,1000,15000,Self,Agriculture,26,8000.0,Financial
1045,335,Susan Flores,D,WI,House,DHR,DHR Corporation,2025-02-05,2025-02-20,Purchase,15000,50000,Spouse,Agriculture,15,32500.0,Healthcare
1046,335,Susan Flores,D,WI,House,MCD,MCD Corporation,2023-10-31,2023-12-09,Purchase,1000,15000,Spouse,Agriculture,39,8000.0,Consumer
1047,335,Susan Flores,D,WI,House,COF,COF Corporation,2021-10-18,2021-11-08,Purchase,1000,15000,Self,Agriculture,21,8000.0,Financial
1048,335,Susan Flores,D,WI,House,TMO,TMO Corporation,2024-10-08,2024-10-25,Sale,1000,15000,Self,Agriculture,17,8000.0,Healthcare
1049,335,Susan Flores,D,WI,House,AMGN,AMGN Corporation,2022-03-11,2022-03-29,Purchase,1000,15000,Self,Agriculture,18,8000.0,Healthcare
1050,335,Susan Flores,D,WI,House,PG,The Procter & Gamble Company,2023-06-05,2023-06-29,Purchase,1000,15000,Self,Agriculture,24,8000.0,Consumer
1051,335,Susan Flores,D,WI,House,AMGN,AMGN Corporation,2024-09-17,2024-10-04,Sale,15000,50000,Self,Agriculture,17,32500.0,Healthcare
1052,335,Susan Flores,D,WI,House,C,C Corporation,2024-09-08,2024-09-18,Sale,15000,50000,Self,Agriculture,10,32500.0,Financial
1053,335,Susan Flores,D,WI,House,META,Meta Platforms Inc,2022-12-21,2023-01-16,Purchase,1000,15000,Self,Agriculture,26,8000.0,Technology
1054,335,Susan Flores,D,WI,House,GILD,GILD Corporation,2022-11-06,2022-11-24,Sale,1000,15000,Self,Agriculture,18,8000.0,Healthcare
1055,335,Susan Flores,D,WI,House,GS,GS Corporation,2022-04-14,2022-05-05,Purchase,15000,50000,Self,Agriculture,21,32500.0,Financial
1056,337,Helen Martin,D,CO,House,HON,HON Corporation,2021-10-21,2021-11-03,Purchase,50000,100000,Self,Ethics,13,75000.0,Industrial
1057,337,Helen Martin,D,CO,House,MS,MS Corporation,2023-06-17,2023-07-26,Purchase,100000,250000,Self,Ethics,39,175000.0,Financial
1058,338,David Miller,R,CO,House,WMT,Walmart Inc,2023-04-10,2023-04-29,Sale,1000,15000,Spouse,Financial Services,19,8000.0,Consumer
1059,338,David Miller,R,CO,House,JPM,JPMorgan Chase & Co,2023-10-24,2023-11-04,Purchase,1000,15000,Spouse,Financial Services,11,8000.0,Financial
1060,338,David Miller,R,CO,House,MSFT,Microsoft Corporation,2025-06-16,2025-07-04,Sale,1000,15000,Self,Financial Services,18,8000.0,Technology
1061,338,David Miller,R,CO,House,JNJ,Johnson & Johnson,2023-07-22,2023-08-07,Sale,1000,15000,Self,Financial Services,16,8000.0,Healthcare
1062,338,David Miller,R,CO,House,JPM,JPMorgan Chase & Co,2024-03-05,2024-03-17,Sale,1000,15000,Spouse,Financial Services,12,8000.0,Financial
1063,338,David Miller,R,CO,House,XOM,Exxon Mobil Corporation,2025-04-29,2025-05-20,Sale,1000,15000,Self,Financial Services,21,8000.0,Energy
1064,338,David Miller,R,CO,House,PNC,PNC Corporation,2025-02-17,2025-02-28,Sale,1000,15000,Spouse,Financial Services,11,8000.0,Financial
1065,338,David Miller,R,CO,House,TFC,TFC Corporation,2024-02-19,2024-04-08,Purchase,1000,15000,Self,Financial Services,49,8000.0,Financial
1066,338,David Miller,R,CO,House,COST,COST Corporation,2023-09-16,2023-09-30,Purchase,1000,15000,Self,Financial Services,14,8000.0,Consumer
1067,339,Kenneth Williams,R,CO,House,CAT,Caterpillar Inc,2023-11-06,2023-12-17,Purchase,50000,100000,Self,Ethics,41,75000.0,Industrial
1068,339,Kenneth Williams,R,CO,House,MSFT,Microsoft Corporation,2022-05-29,2022-06-16,Purchase,15000,50000,Self,Ethics,18,32500.0,Technology
1069,339,Kenneth Williams,R,CO,House,COP,COP Corporation,2024-10-16,2024-11-12,Purchase,50000,100000,Self,Ethics,27,75000.0,Energy
1070,340,Donna Wilson,R,CO,House,UNH,UnitedHealth Group Inc,2024-05-04,2024-06-19,Sale,1000,15000,Self,Education & Labor,46,8000.0,Healthcare
1071,340,Donna Wilson,R,CO,House,GOOGL,Alphabet Inc Class A,2022-08-14,2022-09-27,Sale,1000,15000,Self,Education & Labor,44,8000.0,Technology
1072,340,Donna Wilson,R,CO,House,NVDA,NVIDIA Corporation,2023-08-29,2023-10-08,Purchase,1000,15000,Self,Education & Labor,40,8000.0,Technology
1073,341,Laura Davis,D,CO,House,AMZN,Amazon.com Inc,2022-10-13,2022-12-23,Sale,50000,100000,Self,Education & Labor,71,75000.0,Technology
1074,341,Laura Davis,D,CO,House,OKE,OKE Corporation,2024-07-31,2024-08-31,Purchase,15000,50000,Self,Education & Labor,31,32500.0,Energy
1075,341,Laura Davis,D,CO,House,TMO,TMO Corporation,2024-01-05,2024-01-19,Sale,50000,100000,Self,Education & Labor,14,75000.0,Healthcare
1076,341,Laura Davis,D,CO,House,GS,GS Corporation,2024-08-20,2024-09-06,Purchase,50000,100000,Self,Education & Labor,17,75000.0,Financial
1077,341,Laura Davis,D,CO,House,ADBE,ADBE Corporation,2022-06-30,2022-07-13,Sale,50000,100000,Spouse,Education & Labor,13,75000.0,Technology
1078,341,Laura Davis,D,CO,House,PNC,PNC Corporation,2023-12-22,2024-01-10,Sale,100000,250000,Self,Education & Labor,19,175000.0,Financial
1079,341,Laura Davis,D,CO,House,CAT,Caterpillar Inc,2024-03-31,2024-04-19,Purchase,15000,50000,Self,Education & Labor,19,32500.0,Industrial
1080,342,Joshua Gonzalez,D,CO,House,GS,GS Corporation,2022-05-01,2022-05-29,Sale,1000,15000,Self,Ways & Means,28,8000.0,Financial
1081,342,Joshua Gonzalez,D,CO,House,BIIB,BIIB Corporation,2022-02-03,2022-02-22,Purchase,1000,15000,Self,Ways & Means,19,8000.0,Healthcare
1082,342,Joshua Gonzalez,D,CO,House,KO,The Coca-Cola Company,2024-02-02,2024-03-16,Sale,1000,15000,Self,Ways & Means,43,8000.0,Consumer
1083,343,Betty Adams,D,CO,House,SBUX,SBUX Corporation,2024-07-30,2024-09-16,Purchase,15000,50000,Spouse,Judiciary,48,32500.0,Consumer
1084,343,Betty Adams,D,CO,House,UNH,UnitedHealth Group Inc,2022-07-24,2022-08-26,Sale,15000,50000,Spouse,Judiciary,33,32500.0,Healthcare
1085,343,Betty Adams,D,CO,House,MPC,MPC Corporation,2025-05-18,2025-06-10,Purchase,15000,50000,Self,Judiciary,23,32500.0,Energy
1086,343,Betty Adams,D,CO,House,UNH,UnitedHealth Group Inc,2022-07-18,2022-08-07,Purchase,50000,100000,Self,Judiciary,20,75000.0,Healthcare
1087,343,Betty Adams,D,CO,House,BIIB,BIIB Corporation,2023-08-28,2023-10-02,Purchase,15000,50000,Self,Judiciary,35,32500.0,Healthcare
1088,343,Betty Adams,D,CO,House,BIIB,BIIB Corporation,2025-02-26,2025-03-20,Purchase,50000,100000,Self,Judiciary,22,75000.0,Healthcare
1089,343,Betty Adams,D,CO,House,BIIB,BIIB Corporation,2024-09-01,2024-09-20,Purchase,15000,50000,Self,Judiciary,19,32500.0,Healthcare
1090,343,Betty Adams,D,CO,House,LMT,LMT Corporation,2023-04-18,2023-05-16,Purchase,50000,100000,Self,Judiciary,28,75000.0,Industrial
1091,343,Betty Adams,D,CO,House,GE,GE Corporation,2025-03-09,2025-04-10,Purchase,15000,50000,Self,Judiciary,32,32500.0,Industrial
1092,343,Betty Adams,D,CO,House,HON,HON Corporation,2025-04-12,2025-05-18,Sale,50000,100000,Self,Judiciary,36,75000.0,Industrial
1093,343,Betty Adams,D,CO,House,JPM,JPMorgan Chase & Co,2022-10-29,2022-11-22,Purchase,15000,50000,Spouse,Judiciary,24,32500.0,Financial
1094,343,Betty Adams,D,CO,House,USB,USB Corporation,2022-10-04,2022-10-20,Purchase,50000,100000,Child,Judiciary,16,75000.0,Financial
1095,343,Betty Adams,D,CO,House,ORCL,ORCL Corporation,2021-11-04,2021-12-19,Purchase,15000,50000,Self,Judiciary,45,32500.0,Technology
1096,343,Betty Adams,D,CO,House,EOG,EOG Corporation,2024-12-20,2025-01-15,Purchase,15000,50000,Self,Judiciary,26,32500.0,Energy
1097,343,Betty Adams,D,CO,House,ADBE,ADBE Corporation,2025-01-13,2025-01-26,Sale,50000,100000,Self,Judiciary,13,75000.0,Technology
1098,346,Jessica Nguyen,R,AL,House,HON,HON Corporation,2023-06-30,2023-07-16,Purchase,1000,15000,Self,Armed Services,16,8000.0,Industrial
1099,346,Jessica Nguyen,R,AL,House,RTX,RTX Corporation,2024-05-14,2024-06-04,Purchase,1000,15000,Self,Armed Services,21,8000.0,Industrial
